"","X","name","date_time","price","brand","model","year","title_status","mileage","color","vin","lot","state","country","condition","month","part_of_day","state_name","state_code","first_name","condition_in_hours","mileage_group"
"1603",1602,"Mrs Karas, Phil","05-16-2020 09:10:00",25500,"ford","transit",2019,"clean vehicle",13644,"white","  1ftyr2cm7kkb12031",167745539,"pennsylvania"," usa","2 days left","May","Morning","pennsylvania","PA","Phil","48 hours left","Group 1"
"1604",1603,"Kostichka, Norb","10-29-2020 19:20:00",25700,"ford","door",2016,"clean vehicle",147935,"white","  1fd8w3ht0geb20021",167789476,"texas"," usa","2 days left","October","Evening","texas","TX","Norb","48 hours left","Group 3"
"1605",1604,"Froelich, Francis","10-15-2019 20:20:00",18900,"ford","doors",2015,"clean vehicle",44456,"charcoal","  2fmtk4j99fbb84272",167647140,"new york"," usa","10 days left","October","Evening","new york","NY","Francis","240 hours left","Group 1"
"1606",1605,"Mahlik, Nick","09-21-2019 17:10:00",31500,"ford","wagon",2019,"clean vehicle",20357,"black","  1fbax2cm0kka31240",167745558,"pennsylvania"," usa","2 days left","September","Aftrenoon","pennsylvania","PA","Nick","48 hours left","Group 1"
"1607",1606,"Kline, Kent","03-19-2020 12:40:00",45500,"ford","door",2017,"clean vehicle",66366,"black","  1ft7w2bt4hed76215",167567118,"florida"," usa","48 minutes","March","Aftrenoon","florida","FL","Kent","0 hours left","Group 2"
"1608",1607,"VanDenHoven, Bob","01-28-2020 16:30:00",11000,"ford","door",2017,"clean vehicle",43532,"gray","  3fa6p0h74hr259986",167789487,"pennsylvania"," usa","21 hours left","January","Aftrenoon","pennsylvania","PA","Bob","21 hours left","Group 1"
"1609",1608,"Klinowski, Bill","08-23-2020 21:30:00",18288,"ford","doors",2015,"clean vehicle",45218,"gray","  2fmtk4j99fbb94378",167647142,"new york"," usa","10 days left","August","Evening","new york","NY","Bill","240 hours left","Group 1"
"1610",1609,"VanDenHoven, Bob","03-11-2020 19:00:00",20000,"ford","door",2017,"clean vehicle",85688,"white","  1ft7w2b62heb39135",167567233,"florida"," usa","48 minutes","March","Evening","florida","FL","Bob","0 hours left","Group 2"
"1611",1610,"Badura, Shannon","12-09-2020 20:10:00",36600,"ford","door",2016,"clean vehicle",58902,"white","  1ft7w2bt1ged33630",167789516,"pennsylvania"," usa","21 hours left","December","Evening","pennsylvania","PA","Shannon","21 hours left","Group 2"
"1612",1611,"Nitka, Clarence","06-25-2019 10:50:00",18299,"ford","doors",2015,"clean vehicle",59869,"silver","  2fmtk4k85fbb28755",167647143,"pennsylvania"," usa","10 days left","June","Morning","pennsylvania","PA","Clarence","240 hours left","Group 2"
"1613",1612,"Mr Frank, Tim","10-19-2020 22:20:00",10000,"ford","escape",2017,"clean vehicle",35021,"silver","  1fmcu9gd8hud43346",167567564,"colorado"," usa","8 days left","October","Night","colorado","CO","Tim","192 hours left","Group 1"
"1614",1613,"Rautmann, Orval","07-16-2019 15:20:00",4100,"ford","door",2012,"clean vehicle",100264,"silver","  1fmcu9d76cka93351",167789826,"pennsylvania"," usa","21 hours left","July","Aftrenoon","pennsylvania","PA","Orval","21 hours left","Group 2"
"1615",1614,"Rautmann, Orval","02-13-2020 13:00:00",30995,"ford","door",2015,"clean vehicle",157057,"off-white","  1ft7w2bt5fec61782",167790044,"texas"," usa","2 days left","February","Aftrenoon","texas","TX","Orval","48 hours left","Group 4"
"1616",1615,"Klinowski, Bill","05-27-2020 15:10:00",1750,"ford","door",2012,"salvage insurance",181316,"black","  1fmcu0d7xcka88620",167650408,"minnesota"," usa","8 days left","May","Aftrenoon","minnesota","MN","Bill","192 hours left","Group 4"
"1617",1616,"Mrs Karas, Phil","08-18-2020 12:10:00",31500,"ford","wagon",2019,"clean vehicle",23222,"black","  1fbax2cm8kka31244",167745569,"pennsylvania"," usa","2 days left","August","Aftrenoon","pennsylvania","PA","Phil","48 hours left","Group 1"
"1618",1617,"Kananen, Jeff","06-23-2020 19:00:00",13500,"ford","door",2016,"clean vehicle",87686,"white","  1ftfx1ef1gke85837",167568162,"colorado"," usa","8 days left","June","Evening","colorado","CO","Jeff","192 hours left","Group 2"
"1619",1618,"Hendricks, Dan","05-10-2020 20:30:00",7500,"ford","door",2014,"clean vehicle",162918,"blue","  1ftew1cm8efc15574",167790510,"texas"," usa","6 hours left","May","Evening","texas","TX","Dan","6 hours left","Group 4"
"1620",1619,"Halla, Al","01-25-2020 18:10:00",650,"ford","door",2017,"salvage insurance",0,"black","  1fadp3k21hl268441",167651911,"california"," usa","2 days left","January","Evening","california","CA","Al","48 hours left","Group 0"
"1621",1620,"Baker, Pat","12-02-2021 12:40:00",22800,"ford","wagon",2019,"clean vehicle",32526,"white","  1fbzx2zmxkka31904",167745570,"pennsylvania"," usa","2 days left","December","Aftrenoon","pennsylvania","PA","Pat","48 hours left","Group 1"
"1622",1621,"Rautmann, Orval","03-01-2020 17:00:00",11300,"ford","door",2016,"clean vehicle",69402,"white","  3fa6p0k9xgr317088",167568168,"colorado"," usa","8 days left","March","Aftrenoon","colorado","CO","Orval","192 hours left","Group 2"
"1623",1622,"Kananen, Jeff","01-31-2020 16:30:00",32700,"ford","door",2014,"clean vehicle",76336,"white","  1ft7w2bt8eea52700",167790521,"texas"," usa","7 hours left","January","Aftrenoon","texas","TX","Jeff","7 hours left","Group 2"
"1624",1623,"Mayer, Lori","08-27-2019 21:20:00",1350,"ford","door",2012,"salvage insurance",163334,"white","  1fahp3m22cl334180",167652613,"virginia"," usa","3 days left","August","Evening","virginia","VA","Lori","72 hours left","Group 4"
"1625",1624,"Gutzman, Todd","10-21-2019 11:10:00",21900,"ford","wagon",2019,"clean vehicle",47628,"white","  1fbzx2zm9kka48743",167745571,"pennsylvania"," usa","2 days left","October","Morning","pennsylvania","PA","Todd","48 hours left","Group 1"
"1626",1625,"Jacobson, Jeff","09-13-2019 12:10:00",11700,"ford","door",2014,"clean vehicle",135283,"orange","  1ftfw1ef4ekd10563",167790522,"texas"," usa","6 hours left","September","Aftrenoon","texas","TX","Jeff","6 hours left","Group 3"
"1627",1626,"Kawula, Amy","03-08-2020 10:10:00",6500,"ford","door",2014,"salvage insurance",147903,"white","  1ftmf1cm3ekd09140",167652703,"georgia"," usa","3 days left","March","Morning","georgia","GA","Amy","72 hours left","Group 3"
"1628",1627,"Mahlik, Nick","03-30-2020 21:30:00",9800,"ford","door",2014,"clean vehicle",74181,"black","  2fmdk3gc9ebb58643",167568860,"colorado"," usa","8 days left","March","Evening","colorado","CO","Nick","192 hours left","Group 2"
"1629",1628,"McDonald, Tom","12-14-2020 20:20:00",11000,"ford","door",2014,"clean vehicle",77386,"white","  1ft7w2a67eeb61127",167790526,"texas"," usa","6 hours left","December","Evening","texas","TX","Tom","6 hours left","Group 2"
"1630",1629,"Callahan, Mark","02-29-2020 09:40:00",1150,"ford","door",2014,"salvage insurance",123349,"red","  3fadp4bj5em136791",167652717,"georgia"," usa","3 days left","February","Morning","georgia","GA","Mark","72 hours left","Group 3"
"1631",1630,"Hendricks, Dan","12-31-2019 16:10:00",13000,"ford","cutaway",2013,"clean vehicle",136661,"white","  1fdwe3fs8dda78168",167569071,"colorado"," usa","8 days left","December","Aftrenoon","colorado","CO","Dan","192 hours left","Group 3"
"1632",1631,"Holewinski, Gene","04-06-2019 19:20:00",5500,"ford","door",2013,"clean vehicle",109600,"silver","  3fa6p0hrxdr251001",167790946,"texas"," usa","2 days left","April","Evening","texas","TX","Gene","48 hours left","Group 3"
"1633",1632,"Kostichka, Norb","12-11-2019 17:30:00",6000,"ford","door",2014,"salvage insurance",125369,"black","  1fmcu0gx0euc40715",167652917,"massachusetts"," usa","3 days left","December","Aftrenoon","massachusetts","MA","Norb","72 hours left","Group 3"
"1634",1633,"Kananen, Jeff","05-10-2020 15:20:00",11200,"ford","door",2013,"clean vehicle",122861,"blue","  1ftfw1ct7dkg07754",167790954,"texas"," usa","6 hours left","May","Aftrenoon","texas","TX","Jeff","6 hours left","Group 3"
"1635",1634,"Mahlik, Nick","06-27-2019 22:20:00",5000,"ford","door",2016,"salvage insurance",110826,"gray","  1fadp3f26gl367412",167652919,"massachusetts"," usa","3 days left","June","Night","massachusetts","MA","Nick","72 hours left","Group 3"
"1636",1635,"Ms BenDixen, Lonnie","05-14-2019 12:10:00",23400,"ford","f-150",2019,"clean vehicle",12198,"white","  1ftmf1c57kkc79371",167791002,"missouri"," usa","21 hours left","May","Aftrenoon","missouri","MO","Lonnie","21 hours left","Group 1"
"1637",1636,"Baker, Pat","03-20-2020 20:40:00",13500,"ford","door",2019,"salvage insurance",45512,"red","  3fa6p0ru3kr188341",167652920,"massachusetts"," usa","3 days left","March","Evening","massachusetts","MA","Pat","72 hours left","Group 1"
"1638",1637,"Froelich, Francis","03-02-2020 09:10:00",22900,"ford","f-150",2019,"clean vehicle",15656,"white","  1ftmf1c51kkd08279",167791008,"missouri"," usa","21 hours left","March","Morning","missouri","MO","Francis","21 hours left","Group 1"
"1639",1638,"Wheeler, Mike","07-31-2019 14:10:00",20000,"ford","fusion",2020,"clean vehicle",23984,"silver","  3fa6p0cd0lr116667",167569992,"virginia"," usa","2 days left","July","Aftrenoon","virginia","VA","Mike","48 hours left","Group 1"
"1640",1639,"Socha, Melissa","09-19-2019 09:00:00",22900,"ford","f-150",2019,"clean vehicle",15821,"white","  1ftmf1c52kkc79259",167791009,"missouri"," usa","21 hours left","September","Morning","missouri","MO","Melissa","21 hours left","Group 1"
"1641",1640,"Hendricks, Dan","09-28-2020 22:30:00",27000,"ford","mustang",2020,"clean vehicle",12748,"red","  1fatp8uh3l5101487",167569997,"virginia"," usa","2 days left","September","Night","virginia","VA","Dan","48 hours left","Group 1"
"1642",1641,"Mahlik, Nick","07-27-2019 14:30:00",54500,"ford","expedition",2019,"clean vehicle",9865,"blue","  1fmju1kt1kea32785",167791013,"oklahoma"," usa","2 days left","July","Aftrenoon","oklahoma","OK","Nick","48 hours left","Group 1"
"1643",1642,"Kline, Kent","07-03-2021 21:00:00",20600,"ford","fusion",2020,"clean vehicle",17858,"black","  3fa6p0cd8lr115427",167570001,"virginia"," usa","2 days left","July","Evening","virginia","VA","Kent","48 hours left","Group 1"
"1644",1643,"VanDenHoven, Bob","02-03-2021 20:40:00",23500,"ford","f-150",2019,"clean vehicle",6711,"white","  1ftmf1c56kkd08097",167791021,"missouri"," usa","21 hours left","February","Evening","missouri","MO","Bob","21 hours left","Group 1"
"1645",1644,"Socha, Melissa","12-18-2020 09:20:00",53000,"ford","expedition",2019,"clean vehicle",14939,"blue","  1fmju1kt7kea32953",167791024,"oklahoma"," usa","2 days left","December","Morning","oklahoma","OK","Melissa","48 hours left","Group 1"
"1646",1645,"Socha, Melissa","04-26-2021 13:40:00",23600,"ford","transit",2019,"clean vehicle",15820,"white","  1ftyr1ymxkka55522",167791089,"missouri"," usa","21 hours left","April","Aftrenoon","missouri","MO","Melissa","21 hours left","Group 1"
"1647",1646,"Kostichka, Norb","09-09-2020 21:40:00",33500,"ford","wagon",2019,"clean vehicle",6140,"silver","  1fbzx2cg3kka74824",167791092,"oklahoma"," usa","2 days left","September","Evening","oklahoma","OK","Norb","48 hours left","Group 1"
"1648",1647,"Nitka, Clarence","08-08-2020 11:40:00",24400,"ford","edge",2019,"clean vehicle",25552,"gray","  2fmpk3k98kbc03043",167570518,"virginia"," usa","2 days left","August","Morning","virginia","VA","Clarence","48 hours left","Group 1"
"1649",1648,"Rautmann, Orval","08-18-2020 21:40:00",13000,"ford","focus",2016,"clean vehicle",54984,"black","  1fadp3l99gl358964",167793047,"west virginia"," usa","2 days left","August","Evening","west virginia","WV","Orval","48 hours left","Group 2"
"1650",1649,"Froelich, Francis","10-25-2019 20:50:00",48400,"ford","max",2019,"clean vehicle",24783,"black","  1fmjk2at0kea58243",167570519,"virginia"," usa","2 days left","October","Evening","virginia","VA","Francis","48 hours left","Group 1"
"1651",1650,"Mayer, Lori","10-05-2019 11:10:00",26500,"ford","door",2014,"clean vehicle",148442,"silver","  1ft7w2btxeea16216",167793049,"west virginia"," usa","2 days left","October","Morning","west virginia","WV","Lori","48 hours left","Group 3"
"1652",1651,"Halla, Al","06-05-2019 09:00:00",46200,"ford","max",2019,"clean vehicle",34191,"white","  1fmjk2at6kea38501",167570520,"virginia"," usa","2 days left","June","Morning","virginia","VA","Al","48 hours left","Group 1"
"1653",1652,"Holewinski, Gene","08-28-2019 12:00:00",9300,"ford","door",2013,"clean vehicle",82072,"silver","  2fmdk4kc9dba82059",167793051,"west virginia"," usa","2 days left","August",NA,"west virginia","WV","Gene","48 hours left","Group 2"
"1654",1653,"Kananen, Jeff","03-17-2021 19:00:00",13500,"ford","door",2012,"clean vehicle",104559,"white","  1ftfw1ef2cfa90460",167793084,"west virginia"," usa","2 days left","March","Evening","west virginia","WV","Jeff","48 hours left","Group 3"
"1655",1654,"Holewinski, Gene","07-21-2020 19:20:00",27600,"ford","edge",2019,"clean vehicle",13265,"silver","  2fmpk4k90kbb81660",167570523,"virginia"," usa","2 days left","July","Evening","virginia","VA","Gene","48 hours left","Group 1"
"1656",1655,"Klinowski, Bill","01-29-2020 16:40:00",7400,"ford","door",2013,"clean vehicle",133314,"red","  1fm5k8d84dgc38344",167793088,"west virginia"," usa","2 days left","January","Aftrenoon","west virginia","WV","Bill","48 hours left","Group 3"
"1657",1656,"Baranczyk, Kay","05-08-2020 15:20:00",26500,"ford","edge",2019,"clean vehicle",22458,"gray","  2fmpk4k98kbc23105",167570524,"virginia"," usa","2 days left","May","Aftrenoon","virginia","VA","Kay","48 hours left","Group 1"
"1658",1657,"Kline, Kent","09-24-2020 21:10:00",26000,"ford","door",2013,"clean vehicle",70106,"white","  1ft7w2btxdea17039",167793089,"west virginia"," usa","21 hours left","September","Evening","west virginia","WV","Kent","21 hours left","Group 2"
"1659",1658,"Nitka, Clarence","09-22-2020 13:10:00",24500,"ford","edge",2019,"clean vehicle",23712,"black","  2fmpk3k92kbb89267",167570526,"virginia"," usa","2 days left","September","Aftrenoon","virginia","VA","Clarence","48 hours left","Group 1"
"1660",1659,"Ms Schoen, Lisa","12-10-2020 21:10:00",2100,"ford","door",2012,"clean vehicle",101848,"red","  3fadp4bj7cm128642",167793093,"west virginia"," usa","21 hours left","December","Evening","west virginia","WV","Lisa","21 hours left","Group 3"
"1661",1660,"Raboin, Chase","03-02-2020 21:30:00",16700,"ford","ecosport",2019,"clean vehicle",14994,"black","  maj6s3kl6kc281547",167570530,"virginia"," usa","2 days left","March","Evening","virginia","VA","Chase","48 hours left","Group 1"
"1662",1661,"Kananen, Jeff","10-26-2019 18:20:00",17500,"ford","edge",2015,"clean vehicle",59726,"gray","  2fmtk4k99fbb35183",167793196,"missouri"," usa","2 days left","October","Evening","missouri","MO","Jeff","48 hours left","Group 2"
"1663",1662,"Klinowski, Bill","11-12-2020 12:10:00",17000,"ford","escape",2019,"clean vehicle",16448,"gray","  1fmcu0gd6kub08933",167570532,"virginia"," usa","2 days left","November","Aftrenoon","virginia","VA","Bill","48 hours left","Group 1"
"1664",1663,"Kostichka, Norb","09-30-2019 13:00:00",22500,"ford","door",2015,"clean vehicle",28801,"black","  1ftew1cp9fke05161",167793211,"oklahoma"," usa","2 days left","September","Aftrenoon","oklahoma","OK","Norb","48 hours left","Group 1"
"1665",1664,"Trimberger, Jason","03-21-2021 12:20:00",34500,"ford","f-150",2019,"clean vehicle",28938,"gray","  1ftew1e54kfb82591",167749570,"michigan"," usa","21 hours left","March","Aftrenoon","michigan","MI","Jason","21 hours left","Group 1"
"1666",1665,"Nitka, Clarence","10-01-2021 21:10:00",16600,"ford","ecosport",2019,"clean vehicle",19022,"black","  maj6s3kl2kc287149",167570533,"virginia"," usa","2 days left","October","Evening","virginia","VA","Clarence","48 hours left","Group 1"
"1667",1666,"Mayer, Lori","03-04-2021 12:50:00",7500,"ford","door",2014,"clean vehicle",93832,"silver","  1fmcu9g9xeuc07694",167793429,"missouri"," usa","21 hours left","March","Aftrenoon","missouri","MO","Lori","21 hours left","Group 2"
"1668",1667,"Nitka, Clarence","01-09-2020 20:30:00",34500,"ford","f-150",2019,"clean vehicle",25046,"white","  1ftew1e54kfb48392",167749571,"michigan"," usa","21 hours left","January","Evening","michigan","MI","Clarence","21 hours left","Group 1"
"1669",1668,"Jacobson, Jeff","02-08-2019 09:40:00",25000,"ford","edge",2019,"clean vehicle",22318,"black","  2fmpk4k95kbc01949",167570534,"virginia"," usa","2 days left","February","Morning","virginia","VA","Jeff","48 hours left","Group 1"
"1670",1669,"Baker, Pat","01-27-2021 20:50:00",36000,"ford","f-150",2019,"clean vehicle",17301,"gray","  1ftew1e53kkd48767",167749573,"michigan"," usa","21 hours left","January","Evening","michigan","MI","Pat","21 hours left","Group 1"
"1671",1670,"Kostichka, Norb","06-30-2020 22:10:00",23700,"ford","edge",2019,"clean vehicle",27413,"gray","  2fmpk3k98kbb62817",167570535,"virginia"," usa","2 days left","June","Night","virginia","VA","Norb","48 hours left","Group 1"
"1672",1671,"Gustafson, Bob","08-20-2020 09:20:00",28600,"ford","explorer",2019,"clean vehicle",39733,"silver","  1fm5k8gt7kgb48943",167749575,"michigan"," usa","21 hours left","August","Morning","michigan","MI","Bob","21 hours left","Group 1"
"1673",1672,"Gustafson, Bob","03-19-2021 09:00:00",23500,"ford","door",2013,"clean vehicle",74195,"brown","  1ftfw1et6dke81934",167793508,"oklahoma"," usa","2 days left","March","Morning","oklahoma","OK","Bob","48 hours left","Group 2"
"1674",1673,"Cousineau, Tom","06-17-2020 14:00:00",25300,"ford","explorer",2019,"clean vehicle",44383,"silver","  1fm5k8f8xkgb26965",167749587,"michigan"," usa","21 hours left","June","Aftrenoon","michigan","MI","Tom","21 hours left","Group 1"
"1675",1674,"Badura, Shannon","05-20-2020 21:00:00",24900,"ford","flex",2019,"clean vehicle",19151,"white","  2fmhk6d81kba20559",167570537,"virginia"," usa","2 days left","May","Evening","virginia","VA","Shannon","48 hours left","Group 1"
"1676",1675,"McDonald, Tom","02-22-2021 19:10:00",20300,"ford","f-750",2012,"clean vehicle",188394,"white","  3frnf7fa7cv186728",167793514,"missouri"," usa","21 hours left","February","Evening","missouri","MO","Tom","21 hours left","Group 4"
"1677",1676,"Hendricks, Dan","07-22-2020 11:50:00",23400,"ford","fusion",2020,"clean vehicle",2452,"gray","  3fa6p0hd6lr110753",167749593,"michigan"," usa","21 hours left","July","Morning","michigan","MI","Dan","21 hours left","Group 1"
